# 3D point list with one line of data per point:
#   POINT3D_ID, X, Y, Z, R, G, B, ERROR, TRACK[] as (IMAGE_ID, POINT2D_IDX)
1558 -0.16916899383068085 -0.02770182676613331 1.064207911491394 255 255 255 1.0 4 1557
1559 -0.14285264909267426 -0.02750987373292446 1.0574427843093872 255 255 255 1.0 4 1558
1560 0.06691767275333405 -0.02585751935839653 0.9788289666175842 255 255 255 1.0 4 1559
1561 -0.29659128189086914 -0.028751857578754425 1.1147253513336182 255 255 255 1.0 4 1560
1562 -0.018823763355612755 -0.026020364835858345 0.9891083240509033 255 255 255 1.0 4 1561
1563 0.007154613267630339 -0.025456134229898453 0.9885765314102173 255 255 255 1.0 4 1562
1564 0.02411290630698204 -0.025407515466213226 0.9863972067832947 255 255 255 1.0 4 1563
1565 0.09311076253652573 -0.02547561749815941 0.9746574759483337 255 255 255 1.0 4 1564
1566 -0.043498434126377106 -0.02539925090968609 0.9955645799636841 255 255 255 1.0 4 1565
1567 -0.03519934415817261 -0.025354735553264618 0.9895185232162476 255 255 255 1.0 4 1566
1568 -0.02139221504330635 -0.0253771785646677 0.992655336856842 255 255 255 1.0 4 1567
1569 0.005777307786047459 -0.025265539065003395 0.9864127039909363 255 255 255 1.0 4 1568
1570 0.0598331056535244 -0.024945054203271866 0.9742941856384277 255 255 255 1.0 4 1569
1571 -0.04532265290617943 -0.025108980014920235 0.9913822412490845 255 255 255 1.0 4 1570
1572 -0.016412869095802307 -0.024884119629859924 0.9873723983764648 255 255 255 1.0 4 1571
1573 0.07065598666667938 -0.02459135837852955 0.9733747243881226 255 255 255 1.0 4 1572
1574 0.005081554409116507 -0.02468237467110157 0.9868149757385254 255 255 255 1.0 4 1573
1575 0.022355489432811737 -0.024629365652799606 0.9844754934310913 255 255 255 1.0 4 1574
1576 0.09865598380565643 -0.02452024631202221 0.9763088822364807 255 255 255 1.0 4 1575
1577 0.11321800947189331 -0.02462526224553585 0.9774453639984131 255 255 255 1.0 4 1576
1578 -0.025199860334396362 -0.024526111781597137 0.9910938143730164 255 255 255 1.0 4 1577
1579 0.0189374927431345 -0.02448851242661476 0.9863961338996887 255 255 255 1.0 4 1578
1580 0.10162800550460815 -0.0243742223829031 0.9748959541320801 255 255 255 1.0 4 1579
1581 0.07663190364837646 -0.02422548457980156 0.9745387434959412 255 255 255 1.0 4 1580
1582 0.080413818359375 -0.02417505905032158 0.9750761389732361 255 255 255 1.0 4 1581
1583 0.10740567743778229 -0.02421320416033268 0.9777912497520447 255 255 255 1.0 4 1582
1584 -0.04780080169439316 -0.02416536770761013 0.9970080256462097 255 255 255 1.0 4 1583
1585 0.1046687439084053 -0.024152684956789017 0.9773202538490295 255 255 255 1.0 4 1584
1586 -0.10487484931945801 -0.02455129660665989 1.0242183208465576 255 255 255 1.0 4 1585
1587 0.09773626178503036 -0.023732688277959824 0.9738115668296814 255 255 255 1.0 4 1586
1588 0.1128925159573555 -0.02384178712964058 0.9776802062988281 255 255 255 1.0 4 1587
1589 0.07072612643241882 -0.023516235873103142 0.9740267395973206 255 255 255 1.0 4 1588
1590 0.08548486232757568 -0.02351207286119461 0.974722146987915 255 255 255 1.0 4 1589
1591 -0.024648137390613556 -0.023607905954122543 0.9858275055885315 255 255 255 1.0 4 1590
1592 0.005461720284074545 -0.023579275235533714 0.9844034910202026 255 255 255 1.0 4 1591
1593 -0.014311237260699272 -0.023367661982774734 0.9870346188545227 255 255 255 1.0 4 1592
1594 -0.1757381409406662 -0.0247312244027853 1.070138692855835 255 255 255 1.0 4 1593
1595 -0.02299521490931511 -0.023194212466478348 0.9878815412521362 255 255 255 1.0 4 1594
1596 0.0009003506856970489 -0.02305009961128235 0.985595166683197 255 255 255 1.0 4 1595
1597 0.007822789251804352 -0.023052293807268143 0.9854325652122498 255 255 255 1.0 4 1596
1598 0.00923940073698759 -0.023132728412747383 0.985296905040741 255 255 255 1.0 4 1597
1599 0.0687577873468399 -0.022763410583138466 0.9753249883651733 255 255 255 1.0 4 1598
1600 -0.016062045469880104 -0.022800005972385406 0.9879463911056519 255 255 255 1.0 4 1599
1601 0.003348837373778224 -0.022718293592333794 0.9849454760551453 255 255 255 1.0 4 1600 4 1608
1602 0.0880637988448143 -0.022600838914513588 0.9767647385597229 255 255 255 1.0 4 1601
1603 -0.018940197303891182 -0.02265237458050251 0.9922502636909485 255 255 255 1.0 4 1602
1604 -0.026966221630573273 -0.02246689423918724 0.9927034974098206 255 255 255 1.0 4 1603
1605 0.0030355299822986126 -0.022231431677937508 0.9857662916183472 255 255 255 1.0 4 1604
1606 -0.24951808154582977 -0.023980122059583664 1.0970354080200195 255 255 255 1.0 4 1605
1607 0.08167196810245514 -0.0219070203602314 0.9780369400978088 255 255 255 1.0 4 1606
1608 0.02515314891934395 -0.021724233403801918 0.9866190552711487 255 255 255 1.0 4 1607
1609 -0.19700844585895538 -0.023225396871566772 1.0815627574920654 255 255 255 1.0 4 1600 4 1608
1610 -0.016100779175758362 -0.02150825597345829 0.9874342083930969 255 255 255 1.0 4 1609
1611 0.026905477046966553 -0.020907724276185036 0.9886257648468018 255 255 255 1.0 4 1610
1612 0.01990678906440735 -0.02080068551003933 0.9808053374290466 255 255 255 1.0 4 1611
1613 -0.12379499524831772 -0.02112494222819805 1.0442348718643188 255 255 255 1.0 4 1612
1614 0.026161307469010353 -0.020121676847338676 0.9861135482788086 255 255 255 1.0 4 1613
1615 -0.024528546258807182 -0.020040715113282204 0.991692066192627 255 255 255 1.0 4 1614
1616 -0.01951022632420063 -0.02007136307656765 0.9869861602783203 255 255 255 1.0 4 1615
1617 -0.021328361704945564 -0.019600335508584976 0.9913799166679382 255 255 255 1.0 4 1616
1618 0.011596114374697208 -0.01933697797358036 0.9813029766082764 255 255 255 1.0 4 1617
1619 -0.1283862292766571 -0.019825490191578865 1.048330307006836 255 255 255 1.0 4 1618
1620 -0.121919184923172 -0.019846705719828606 1.04374098777771 255 255 255 1.0 4 1619
1621 0.012647091411054134 -0.01903017982840538 0.9784804582595825 255 255 255 1.0 4 1620
1622 -0.2370387762784958 -0.020531756803393364 1.096341848373413 255 255 255 1.0 4 1621
1623 0.00923275575041771 -0.01827937550842762 0.986182451248169 255 255 255 1.0 4 1622
1624 0.1494118869304657 -0.018621081486344337 0.996923565864563 255 255 255 1.0 4 1623
1625 -0.055579446256160736 -0.01827528141438961 0.999332070350647 255 255 255 1.0 4 1624
1626 0.010549018159508705 -0.017974797636270523 0.979053258895874 255 255 255 1.0 4 1625
1627 -0.12768185138702393 -0.01825369894504547 1.0459396839141846 255 255 255 1.0 4 1626
1628 -0.0018043880118057132 -0.017460841685533524 0.9793424010276794 255 255 255 1.0 4 1627
1629 -0.0011707005323842168 -0.017437640577554703 0.9847409725189209 255 255 255 1.0 4 1628
1630 0.15387916564941406 -0.01775049977004528 1.0038137435913086 255 255 255 1.0 4 1629
1631 0.0012405125889927149 -0.01701071672141552 0.9834904670715332 255 255 255 1.0 4 1630
1632 -0.019006548449397087 -0.01667337492108345 0.9926849603652954 255 255 255 1.0 4 1631
1633 0.036123041063547134 -0.01652301661670208 0.98240727186203 255 255 255 1.0 4 1632
1634 -0.04559071362018585 -0.016044702380895615 0.9956330060958862 255 255 255 1.0 4 1633
1635 -0.13576962053775787 -0.016474829986691475 1.048906922340393 255 255 255 1.0 4 1634
1636 -0.016069907695055008 -0.015666445717215538 0.985555112361908 255 255 255 1.0 4 1635
1637 -0.13693177700042725 -0.01607021689414978 1.049346923828125 255 255 255 1.0 4 1636
1638 -0.06097883731126785 -0.015363933518528938 0.9963105916976929 255 255 255 1.0 4 1637
1639 -0.05778120085597038 -0.015093637630343437 1.0005736351013184 255 255 255 1.0 4 1638
1640 -0.003997738007456064 -0.014798990450799465 0.98575758934021 255 255 255 1.0 4 1639
1641 -0.0018250717548653483 -0.01498346496373415 0.9829660654067993 255 255 255 1.0 4 1640
1642 0.004341432824730873 -0.013710173778235912 0.9826347231864929 255 255 255 1.0 4 1641
1643 -0.003230821806937456 -0.012551364488899708 0.9803639054298401 255 255 255 1.0 4 1642
1644 -0.14568376541137695 -0.012230745516717434 1.0592899322509766 255 255 255 1.0 4 1643
1645 0.044871360063552856 -0.011334803886711597 0.9852980971336365 255 255 255 1.0 4 1644
1646 -0.005733697209507227 -0.010679250583052635 0.9840344786643982 255 255 255 1.0 4 1645
1647 -0.0032510366290807724 -0.010579360648989677 0.9804860949516296 255 255 255 1.0 4 1646
1648 -0.1468125283718109 -0.011003597639501095 1.0568310022354126 255 255 255 1.0 4 1647
1649 0.13249891996383667 -0.010116665624082088 0.9942980408668518 255 255 255 1.0 4 1648
1650 -0.03053915873169899 -0.009750661440193653 0.9845897555351257 255 255 255 1.0 4 1649
1651 -0.1473069041967392 -0.009706305339932442 1.0601619482040405 255 255 255 1.0 4 1650
1652 0.12837746739387512 -0.009500058367848396 0.9915105104446411 255 255 255 1.0 4 1651
1653 -0.14138323068618774 -0.009499206207692623 1.0522923469543457 255 255 255 1.0 4 1652
1654 0.010503027588129044 -0.009004427120089531 0.9801464080810547 255 255 255 1.0 4 1653
1655 0.06483965367078781 -0.009177007712423801 0.983931303024292 255 255 255 1.0 4 1654
1656 0.06906460970640182 -0.009206616319715977 0.9849428534507751 255 255 255 1.0 4 1655
1657 -0.1535465270280838 -0.009138486348092556 1.0622267723083496 255 255 255 1.0 4 1656
1658 -0.04516909271478653 -0.008769501000642776 0.9937838912010193 255 255 255 1.0 4 1657
1659 0.14649078249931335 -0.009026826359331608 0.9936785101890564 255 255 255 1.0 4 1658
1660 -0.15472103655338287 -0.008938928134739399 1.062623381614685 255 255 255 1.0 4 1659
1661 -0.027166755869984627 -0.007706533186137676 0.9859136343002319 255 255 255 1.0 4 1660
1662 0.11391707509756088 -0.007614059839397669 0.9903469085693359 255 255 255 1.0 4 1661
1663 0.13295939564704895 -0.0077280318364501 0.9920071363449097 255 255 255 1.0 4 1662
1664 0.11946848779916763 -0.007436924148350954 0.9901814460754395 255 255 255 1.0 4 1663
1665 0.13300403952598572 -0.007457606494426727 0.9893151521682739 255 255 255 1.0 4 1664
1666 -0.10275007784366608 -0.007001025602221489 1.0243033170700073 255 255 255 1.0 4 1665 4 1675
1667 0.12878713011741638 -0.007188779767602682 0.9919201135635376 255 255 255 1.0 4 1666
1668 -0.14878597855567932 -0.00704823387786746 1.0550302267074585 255 255 255 1.0 4 1667
1669 -0.1508074551820755 -0.006815456319600344 1.0586888790130615 255 255 255 1.0 4 1668
1670 -0.16710393130779266 -0.006674963515251875 1.063136339187622 255 255 255 1.0 4 1669
1671 0.12417303025722504 -0.006358596496284008 0.9913918972015381 255 255 255 1.0 4 1670 4 1671
1672 -0.15290522575378418 -0.006255338434129953 1.0630344152450562 255 255 255 1.0 4 1670 4 1671
1673 0.11948539316654205 -0.0063173421658575535 0.9924288392066956 255 255 255 1.0 4 1672
1674 -0.1699971854686737 -0.005913903471082449 1.0743716955184937 255 255 255 1.0 4 1673
1675 -0.16653354465961456 -0.005871075205504894 1.0666824579238892 255 255 255 1.0 4 1674
1676 0.12115246057510376 -0.005721893161535263 0.9896121025085449 255 255 255 1.0 4 1665 4 1675
1677 0.002297799102962017 -0.00548720033839345 0.9796462059020996 255 255 255 1.0 4 1676
1678 0.13085277378559113 -0.005626897793263197 0.9944451451301575 255 255 255 1.0 4 1677
1679 0.14490288496017456 -0.0057562896981835365 0.9922133088111877 255 255 255 1.0 4 1678
1680 0.14764221012592316 -0.005659142509102821 0.9969469308853149 255 255 255 1.0 4 1679
1681 -0.15502949059009552 -0.005421312991529703 1.0572354793548584 255 255 255 1.0 4 1680
1682 -0.026765096932649612 -0.005077257752418518 0.9824860095977783 255 255 255 1.0 4 1681
1683 0.07334326952695847 -0.005351712461560965 0.9866694808006287 255 255 255 1.0 4 1682
1684 -0.0559421107172966 -0.004967314191162586 0.9983922839164734 255 255 255 1.0 4 1683
1685 -0.026731636375188828 -0.0048646628856658936 0.9836678504943848 255 255 255 1.0 4 1684
1686 -0.15899178385734558 -0.004255144391208887 1.0610220432281494 255 255 255 1.0 4 1685
1687 0.1079060509800911 -0.004424757324159145 0.988978922367096 255 255 255 1.0 4 1686
1688 -0.16345654428005219 -0.004133475478738546 1.0660085678100586 255 255 255 1.0 4 1687
1689 -0.15312835574150085 -0.004133324138820171 1.056816816329956 255 255 255 1.0 4 1688
1690 0.134416863322258 -0.003698565997183323 0.9923068284988403 255 255 255 1.0 4 1689
1691 0.1454450786113739 -0.003792567877098918 0.9960176348686218 255 255 255 1.0 4 1690
1692 0.13570865988731384 -0.003634834196418524 0.98858642578125 255 255 255 1.0 4 1691
1693 0.1471271812915802 -0.0035366578958928585 0.9981321096420288 255 255 255 1.0 4 1692
1694 -0.15626169741153717 -0.003105062060058117 1.0579469203948975 255 255 255 1.0 4 1693
1695 0.09961093962192535 -0.0034051528200507164 0.9852904677391052 255 255 255 1.0 4 1694
1696 -0.020976034924387932 -0.0028414034750312567 0.9872177243232727 255 255 255 1.0 4 1695
1697 0.14712142944335938 -0.003133338876068592 0.9981263279914856 255 255 255 1.0 4 1696
1698 0.14324593544006348 -0.002791369566693902 0.9978379011154175 255 255 255 1.0 4 1697
1699 0.14480748772621155 -0.0027878021355718374 0.9965277910232544 255 255 255 1.0 4 1698
1700 0.1474316418170929 -0.002672048518434167 0.9951093196868896 255 255 255 1.0 4 1699
1701 0.1805991530418396 -0.001960096647962928 1.010976791381836 255 255 255 1.0 4 1700
1702 -0.07749383896589279 -0.0013743097661063075 1.0149061679840088 255 255 255 1.0 4 1701
1703 0.14696504175662994 -0.0013761153677478433 0.9946678280830383 255 255 255 1.0 4 1702
1704 0.18206626176834106 -0.0012870531063526869 1.01340651512146 255 255 255 1.0 4 1703
1705 0.1314777284860611 -0.00115398655179888 0.9912026524543762 255 255 255 1.0 4 1704
1706 0.07323078066110611 -0.0008872844045981765 0.9805601835250854 255 255 255 1.0 4 1705
1707 0.24682249128818512 -0.000794120249338448 1.0703643560409546 255 255 255 1.0 4 1706
1708 0.1268717348575592 -0.0005277844029478729 0.9907041788101196 255 255 255 1.0 4 1707
1709 0.14601872861385345 -0.0003714248596224934 0.9954429864883423 255 255 255 1.0 4 1708
1710 0.07493942230939865 2.5657212972873822e-05 0.9856848120689392 255 255 255 1.0 4 1709
1711 0.12686677277088165 -0.00012757231888826936 0.9907026290893555 255 255 255 1.0 4 1710
1712 0.07600408047437668 0.000535909435711801 0.985658586025238 255 255 255 1.0 4 1711
1713 0.12202511727809906 0.000346456712577492 0.9877550005912781 255 255 255 1.0 4 1712
1714 -0.10411379486322403 0.0011421369854360819 1.0274986028671265 255 255 255 1.0 4 1713
1715 -0.10304021835327148 0.0010870069963857532 1.0241942405700684 255 255 255 1.0 4 1714
1716 0.14768625795841217 0.001147886156104505 0.9947845339775085 255 255 255 1.0 4 1715
1717 0.04561733826994896 0.0017109126783907413 0.9872527122497559 255 255 255 1.0 4 1716 4 1722
1718 -0.10489197820425034 0.0025806506164371967 1.0279574394226074 255 255 255 1.0 4 1717
1719 0.0985424742102623 0.0022311934735625982 0.9893425107002258 255 255 255 1.0 4 1718 4 1719
1720 0.09922727197408676 0.002363042440265417 0.9855769276618958 255 255 255 1.0 4 1718 4 1719
1721 -0.10003995150327682 0.0030235578306019306 1.026142954826355 255 255 255 1.0 4 1720
1722 0.09719011932611465 0.0026494713965803385 0.9863523244857788 255 255 255 1.0 4 1721
1723 -0.10046310722827911 0.0038651791401207447 1.0229283571243286 255 255 255 1.0 4 1716 4 1722
1724 0.17819534242153168 0.003442353568971157 1.007094144821167 255 255 255 1.0 4 1723
1725 0.1309528350830078 0.0037050668615847826 0.9847070574760437 255 255 255 1.0 4 1724
1726 0.17214806377887726 0.0037667129654437304 1.0071966648101807 255 255 255 1.0 4 1725
1727 0.12624657154083252 0.004115737974643707 0.988493800163269 255 255 255 1.0 4 1726
1728 0.09548089653253555 0.00419920589774847 0.9857855439186096 255 255 255 1.0 4 1727
1729 0.10567839443683624 0.004803618881851435 0.9880658984184265 255 255 255 1.0 4 1728
1730 0.16915270686149597 0.004921256564557552 1.0061440467834473 255 255 255 1.0 4 1729
1731 0.09537453949451447 0.005080511327832937 0.985154390335083 255 255 255 1.0 4 1730
1732 0.09758585691452026 0.005152345634996891 0.986788809299469 255 255 255 1.0 4 1731
1733 0.14869609475135803 0.005078696645796299 0.9946094751358032 255 255 255 1.0 4 1732
1734 0.10022236406803131 0.005737194325774908 0.9888400435447693 255 255 255 1.0 4 1733
1735 0.12017767876386642 0.005655184388160706 0.9898976683616638 255 255 255 1.0 4 1734
1736 0.12112598121166229 0.0058516934514045715 0.9891490340232849 255 255 255 1.0 4 1735
1737 0.12207497656345367 0.005848207511007786 0.9883995056152344 255 255 255 1.0 4 1736
1738 0.1262885183095932 0.005747995339334011 0.9857982397079468 255 255 255 1.0 4 1737
1739 0.14682404696941376 0.005891782231628895 0.99619060754776 255 255 255 1.0 4 1738
1740 0.15206100046634674 0.005864338018000126 0.9960529208183289 255 255 255 1.0 4 1739
1741 0.15605922043323517 0.006043991073966026 0.9969613552093506 255 255 255 1.0 4 1740
1742 0.0453021340072155 0.006404281593859196 0.98826664686203 255 255 255 1.0 4 1741
1743 0.1292344182729721 0.006297767627984285 0.9902307391166687 255 255 255 1.0 4 1742
1744 0.1321815550327301 0.006200742907822132 0.9886006116867065 255 255 255 1.0 4 1743
1745 0.14743919670581818 0.0062911794520914555 0.9956537485122681 255 255 255 1.0 4 1744
1746 0.09729446470737457 0.00646703876554966 0.983757495880127 255 255 255 1.0 4 1745
1747 0.10770224034786224 0.006742104422301054 0.9806886315345764 255 255 255 1.0 4 1746
1748 0.12570253014564514 0.006830271333456039 0.989648163318634 255 255 255 1.0 4 1747
1749 -0.12530557811260223 0.007852663286030293 1.0326182842254639 255 255 255 1.0 4 1748
1750 0.1311044692993164 0.007288254331797361 0.9886954426765442 255 255 255 1.0 4 1749
1751 0.14759984612464905 0.00720866909250617 0.991944432258606 255 255 255 1.0 4 1750
1752 0.1220974549651146 0.007531357929110527 0.9917558431625366 255 255 255 1.0 4 1751
1753 0.10779964923858643 0.007451175712049007 0.9813320636749268 255 255 255 1.0 4 1752
1754 0.11917031556367874 0.0075733656994998455 0.9872976541519165 255 255 255 1.0 4 1753
1755 -0.0632466971874237 0.008284313604235649 1.01438307762146 255 255 255 1.0 4 1754
1756 0.1530986875295639 0.007787239737808704 0.9958968162536621 255 255 255 1.0 4 1755
1757 0.11128445714712143 0.008401350118219852 0.9852588772773743 255 255 255 1.0 4 1756
1758 -0.19934023916721344 0.009905877523124218 1.088163137435913 255 255 255 1.0 4 1757
1759 0.1196211501955986 0.008775067515671253 0.9910542368888855 255 255 255 1.0 4 1758
1760 0.11756427586078644 0.009378173388540745 0.9885395765304565 255 255 255 1.0 4 1759
1761 0.1205613911151886 0.009769818745553493 0.9903031587600708 255 255 255 1.0 4 1760
1762 0.15014611184597015 0.009905853308737278 0.9975975155830383 255 255 255 1.0 4 1761
1763 0.12440086156129837 0.010038134641945362 0.9906491041183472 255 255 255 1.0 4 1762
1764 0.12245074659585953 0.010556292720139027 0.9887965321540833 255 255 255 1.0 4 1763
1765 -0.0421125590801239 0.011515408754348755 1.0032634735107422 255 255 255 1.0 4 1764
1766 0.1211760863661766 0.01136533822864294 0.9898005127906799 255 255 255 1.0 4 1765
1767 0.09738416224718094 0.011454258114099503 0.9811765551567078 255 255 255 1.0 4 1766
1768 0.09705909341573715 0.011852823197841644 0.9814168810844421 255 255 255 1.0 4 1767
1769 0.12211798876523972 0.011957348324358463 0.9890459775924683 255 255 255 1.0 4 1768
1770 0.11984950304031372 0.013271781615912914 0.9874476790428162 255 255 255 1.0 4 1769
1771 0.12468461692333221 0.013545209541916847 0.9843313694000244 255 255 255 1.0 4 1770
1772 0.06066541373729706 0.014016260392963886 0.9888279438018799 255 255 255 1.0 4 1771
1773 0.1217239499092102 0.014847899787127972 0.9859416484832764 255 255 255 1.0 4 1772
1774 0.06182160973548889 0.015112217515707016 0.9912347793579102 255 255 255 1.0 4 1773
1775 0.09750020503997803 0.01497242134064436 0.9857649207115173 255 255 255 1.0 4 1774
1776 0.07087881863117218 0.015116920694708824 0.9903620481491089 255 255 255 1.0 4 1775
1777 0.11671289801597595 0.015596669167280197 0.9839163422584534 255 255 255 1.0 4 1776
1778 0.19655731320381165 0.0194106325507164 1.0372352600097656 255 255 255 1.0 4 1777
1779 -0.15897120535373688 0.02094137668609619 1.068778395652771 255 255 255 1.0 4 1778
1780 -0.1740504950284958 0.022175852209329605 1.0760842561721802 255 255 255 1.0 4 1779
1781 0.19233259558677673 0.02115921676158905 1.0321986675262451 255 255 255 1.0 4 1780
1782 -0.15143921971321106 0.022635934874415398 1.062961459159851 255 255 255 1.0 4 1781
1783 -0.13545751571655273 0.022333059459924698 1.052090048789978 255 255 255 1.0 4 1782
1784 -0.13585929572582245 0.022967185825109482 1.0523128509521484 255 255 255 1.0 4 1783
1785 -0.19742059707641602 0.02403160370886326 1.088047981262207 255 255 255 1.0 4 1784
1786 -0.13790501654148102 0.02407010644674301 1.056750774383545 255 255 255 1.0 4 1785
1787 -0.12132669985294342 0.02424435131251812 1.0448778867721558 255 255 255 1.0 4 1786
1788 -0.12975355982780457 0.024452559649944305 1.0479556322097778 255 255 255 1.0 4 1787
1789 -0.13329005241394043 0.025135820731520653 1.0552785396575928 255 255 255 1.0 4 1788
1790 0.06481480598449707 0.023591944947838783 0.9946547746658325 255 255 255 1.0 4 1789
1791 0.22961728274822235 0.02667168341577053 1.0677087306976318 255 255 255 1.0 4 1790
1792 -0.16914358735084534 0.02751169353723526 1.0759793519973755 255 255 255 1.0 4 1791
1793 0.08850996941328049 0.025398120284080505 0.9978476762771606 255 255 255 1.0 4 1792
1794 -0.10442925244569778 0.027358543127775192 1.0340840816497803 255 255 255 1.0 4 1793
1795 0.11328306794166565 0.02630947157740593 1.0031063556671143 255 255 255 1.0 4 1794
1796 0.1895129233598709 0.026800386607646942 1.02839994430542 255 255 255 1.0 4 1795
1797 0.043132755905389786 0.026345297694206238 0.994269847869873 255 255 255 1.0 4 1796
1798 0.04442431777715683 0.02660273015499115 0.9928117394447327 255 255 255 1.0 4 1797
1799 0.11392495036125183 0.026702862232923508 1.002602458000183 255 255 255 1.0 4 1798
1800 -0.18025770783424377 0.02995479293167591 1.0791170597076416 255 255 255 1.0 4 1799
1801 0.046439915895462036 0.02797856740653515 0.9915799498558044 255 255 255 1.0 4 1800
1802 0.04226997122168541 0.028090612962841988 0.9911283850669861 255 255 255 1.0 4 1801
1803 0.05174552649259567 0.028908541426062584 0.9926261901855469 255 255 255 1.0 4 1802
1804 -0.12728090584278107 0.03068508952856064 1.0460405349731445 255 255 255 1.0 4 1803
1805 0.1352226436138153 0.02978324331343174 1.0095360279083252 255 255 255 1.0 4 1804
1806 0.08008813858032227 0.0295869093388319 0.9934070706367493 255 255 255 1.0 4 1805
1807 0.12604448199272156 0.02989955060184002 1.0064082145690918 255 255 255 1.0 4 1806
1808 0.10609893500804901 0.03014572523534298 1.0052416324615479 255 255 255 1.0 4 1807
1809 0.08500748872756958 0.03038720414042473 0.9938598275184631 255 255 255 1.0 4 1808
1810 0.15481263399124146 0.03276672586798668 1.0165677070617676 255 255 255 1.0 4 1809
1811 0.27565738558769226 0.039016515016555786 1.1004822254180908 255 255 255 1.0 4 1810
1812 0.04690267890691757 0.0353802889585495 0.9935017228126526 255 255 255 1.0 4 1811
1813 0.1403321772813797 0.03608815371990204 1.015581727027893 255 255 255 1.0 4 1812
1814 -0.061120808124542236 0.03661371022462845 1.0201882123947144 255 255 255 1.0 4 1813
1815 0.06882575899362564 0.03532934933900833 0.9917065501213074 255 255 255 1.0 4 1814 4 1815
1816 -0.09560693800449371 0.038094066083431244 1.0364677906036377 255 255 255 1.0 4 1814 4 1815
1817 -0.00896279513835907 0.036586180329322815 1.0007630586624146 255 255 255 1.0 4 1816
1818 0.06416396796703339 0.03618688881397247 0.9903892874717712 255 255 255 1.0 4 1817
1819 0.14076489210128784 0.03744904696941376 1.015988826751709 255 255 255 1.0 4 1818
1820 -0.0789155438542366 0.04014890268445015 1.027863621711731 255 255 255 1.0 4 1819
1821 -0.1957283765077591 0.04275261238217354 1.0830903053283691 255 255 255 1.0 4 1820
1822 -0.0029864301905035973 0.039363715797662735 1.0018928050994873 255 255 255 1.0 4 1821
1823 0.0911039188504219 0.03985312953591347 1.007118582725525 255 255 255 1.0 4 1822
1824 -0.07819836586713791 0.04110877588391304 1.0282323360443115 255 255 255 1.0 4 1823
1825 -0.013729277998209 0.040902070701122284 1.013904094696045 255 255 255 1.0 4 1824
1826 -0.0868341401219368 0.04389297962188721 1.032218098640442 255 255 255 1.0 4 1825
1827 0.09309832006692886 0.04278815537691116 1.00980544090271 255 255 255 1.0 4 1826
1828 -0.20692260563373566 0.04746254161000252 1.1043262481689453 255 255 255 1.0 4 1827
1829 -0.13677330315113068 0.0469459630548954 1.0623048543930054 255 255 255 1.0 4 1828
1830 0.0030059192795306444 0.044502004981040955 1.0067864656448364 255 255 255 1.0 4 1829
1831 0.0913269892334938 0.04494122043251991 1.0104413032531738 255 255 255 1.0 4 1830
1832 -0.1356780230998993 0.048154525458812714 1.0626546144485474 255 255 255 1.0 4 1831
1833 0.04043848440051079 0.04559623450040817 0.9968307018280029 255 255 255 1.0 4 1832
1834 -0.05117561295628548 0.04705412685871124 1.0224225521087646 255 255 255 1.0 4 1833
1835 -0.04861818253993988 0.047083500772714615 1.0206098556518555 255 255 255 1.0 4 1834 4 1837
1836 -0.020254850387573242 0.04695925861597061 1.0178098678588867 255 255 255 1.0 4 1835
1837 -0.0828147754073143 0.04857368767261505 1.0315759181976318 255 255 255 1.0 4 1836
1838 -0.12564505636692047 0.04994901642203331 1.0567620992660522 255 255 255 1.0 4 1834 4 1837
1839 -0.08274215459823608 0.0490560457110405 1.0357511043548584 255 255 255 1.0 4 1838
1840 0.08739384263753891 0.04827370122075081 1.0141313076019287 255 255 255 1.0 4 1839
1841 0.07678183913230896 0.048258207738399506 1.0102277994155884 255 255 255 1.0 4 1840
1842 -0.13932013511657715 0.05139336735010147 1.0674476623535156 255 255 255 1.0 4 1841
1843 -0.1334618330001831 0.05128664895892143 1.0628498792648315 255 255 255 1.0 4 1842
1844 0.010825849138200283 0.05027077719569206 1.0138232707977295 255 255 255 1.0 4 1843
1845 -0.1838507056236267 0.054605916142463684 1.0937610864639282 255 255 255 1.0 4 1844
1846 -0.1968344897031784 0.055987559258937836 1.104126214981079 255 255 255 1.0 4 1845
1847 0.04715977981686592 0.051327090710401535 1.0145639181137085 255 255 255 1.0 4 1846
1848 -0.1077585518360138 0.05325986072421074 1.0454012155532837 255 255 255 1.0 4 1847
1849 -0.18196992576122284 0.05651573836803436 1.0940802097320557 255 255 255 1.0 4 1848
1850 0.04069989547133446 0.052287790924310684 1.0122778415679932 255 255 255 1.0 4 1849
1851 0.039254818111658096 0.052591100335121155 1.0125585794448853 255 255 255 1.0 4 1850
1852 -0.18742892146110535 0.05743332579731941 1.0990296602249146 255 255 255 1.0 4 1851
1853 -0.18046720325946808 0.057765278965234756 1.0944056510925293 255 255 255 1.0 4 1852
1854 0.0325063019990921 0.05342787876725197 1.0129867792129517 255 255 255 1.0 4 1853
1855 -0.1943509727716446 0.058350611478090286 1.1012017726898193 255 255 255 1.0 4 1854
1856 0.03810223191976547 0.05423697456717491 1.0101464986801147 255 255 255 1.0 4 1855
1857 0.07521048933267593 0.05473842844367027 1.0129061937332153 255 255 255 1.0 4 1856
1858 0.11575917899608612 0.05477999150753021 1.0156967639923096 255 255 255 1.0 4 1857
1859 0.14035359025001526 0.05709266662597656 1.0208747386932373 255 255 255 1.0 4 1858
