# 3D point list with one line of data per point:
#   POINT3D_ID, X, Y, Z, R, G, B, ERROR, TRACK[] as (IMAGE_ID, POINT2D_IDX)
131 -0.1237286701798439 0.10998107492923737 2.7053306102752686 255 255 255 1.0 25 0 26 0
132 -0.12476407736539841 -0.10999064892530441 2.7361207008361816 255 255 255 1.0 25 0 26 0
133 -0.12476407736539841 -0.10999064892530441 2.7361207008361816 255 255 255 1.0 25 0 26 0
134 -0.12127931416034698 0.08520528674125671 2.7078261375427246 255 255 255 1.0 25 0 26 0
135 -0.122374027967453 0.02317427471280098 2.7323408126831055 255 255 255 1.0 25 0 26 0
136 -0.12085101008415222 -0.03577563166618347 2.7255680561065674 255 255 255 1.0 25 0 26 0
137 -0.11377891153097153 0.07449513673782349 2.7029964923858643 255 255 255 1.0 25 0 26 0
138 -0.11024035513401031 -0.07705611735582352 2.7295053005218506 255 255 255 1.0 25 0 26 0
139 -0.09639974683523178 -0.0048767998814582825 2.715017795562744 255 255 255 1.0 25 0 26 0
140 -0.09506291151046753 0.04329400882124901 2.7039034366607666 255 255 255 1.0 25 0 26 0
141 -0.09610400348901749 -0.21909254789352417 2.7672297954559326 255 255 255 1.0 25 0 26 0
142 -0.09214984625577927 -0.019728180021047592 2.712785243988037 255 255 255 1.0 25 0 26 0
143 -0.09064272791147232 0.05481025204062462 2.7033028602600098 255 255 255 1.0 25 0 26 0
144 -0.08998378366231918 0.013675699941813946 2.707124710083008 255 255 255 1.0 25 0 26 0
145 -0.09151604771614075 -0.19279415905475616 2.757568597793579 255 255 255 1.0 25 0 26 0
146 -0.08857138454914093 -0.04555182531476021 2.718297243118286 255 255 255 1.0 25 0 26 0
147 -0.08774204552173615 -0.0656517744064331 2.7212600708007812 255 255 255 1.0 25 0 26 0
148 -0.08663055300712585 -0.09666414558887482 2.727255344390869 255 255 255 1.0 25 0 26 0
149 -0.0821341797709465 0.07922495901584625 2.6965107917785645 255 255 255 1.0 25 0 26 0
150 -0.08096850663423538 0.01758418418467045 2.7061104774475098 255 255 255 1.0 25 0 26 0
151 -0.07833199203014374 0.00668063061311841 2.707825183868408 255 255 255 1.0 25 0 26 0
152 -0.07620461285114288 -0.0032450449652969837 2.714151620864868 255 255 255 1.0 25 0 26 0
153 -0.07342108339071274 -0.04621610790491104 2.714237689971924 255 255 255 1.0 25 0 26 0
154 -0.07209137082099915 0.04512152075767517 2.6991002559661865 255 255 255 1.0 25 0 26 0
155 -0.06955412775278091 -0.011879204772412777 2.709646224975586 255 255 255 1.0 25 0 26 0
156 -0.06813806295394897 -0.10548661649227142 2.7264974117279053 255 255 255 1.0 25 0 26 0
157 -0.06566761434078217 -0.09206187725067139 2.7251946926116943 255 255 255 1.0 25 0 26 0
158 -0.06373230367898941 0.07176822423934937 2.692934036254883 255 255 255 1.0 25 0 26 0
159 -0.06287036091089249 -0.0788266584277153 2.7208104133605957 255 255 255 1.0 25 0 26 0
160 -0.062225040048360825 -0.05008583515882492 2.7139699459075928 255 255 255 1.0 25 0 26 0
161 -0.057134512811899185 -0.012317966669797897 2.709475040435791 255 255 255 1.0 25 0 26 0
162 -0.05567106977105141 -0.06407389789819717 2.710905075073242 255 255 255 1.0 25 0 26 0
163 -0.05423208698630333 0.014373775571584702 2.7038393020629883 255 255 255 1.0 25 0 26 0
164 -0.04827626794576645 -0.1328275054693222 2.730992555618286 255 255 255 1.0 25 0 26 0
165 -0.04551041126251221 0.04245418310165405 2.69441556930542 255 255 255 1.0 25 0 26 0
166 -0.04194653779268265 -0.08548931032419205 2.7174179553985596 255 255 255 1.0 25 0 26 0
167 -0.041433185338974 -0.034179456532001495 2.7078895568847656 255 255 255 1.0 25 0 26 0
168 -0.041433185338974 -0.034179456532001495 2.7078895568847656 255 255 255 1.0 25 0 26 0
169 -0.04120955616235733 -0.020870061591267586 2.7065489292144775 255 255 255 1.0 25 0 26 0
170 -0.040093112736940384 0.05270370468497276 2.6962852478027344 255 255 255 1.0 25 0 26 0
171 -0.04024345427751541 -0.04456285759806633 2.709890365600586 255 255 255 1.0 25 0 26 0
172 -0.04035304859280586 -0.06793398410081863 2.714632749557495 255 255 255 1.0 25 0 26 0
173 -0.039504364132881165 -0.1020907461643219 2.721128463745117 255 255 255 1.0 25 0 26 0
174 -0.039504364132881165 -0.1020907461643219 2.721128463745117 255 255 255 1.0 25 0 26 0
175 -0.035594359040260315 -0.11410973221063614 2.724027633666992 255 255 255 1.0 25 0 26 0
176 -0.03324035927653313 0.018317000940442085 2.702547311782837 255 255 255 1.0 25 0 26 0
177 -0.032879434525966644 0.038297802209854126 2.695237159729004 255 255 255 1.0 25 0 26 0
178 -0.02887171320617199 0.00887422263622284 2.703789234161377 255 255 255 1.0 25 0 26 0
179 -0.027434339746832848 -0.06519067287445068 2.7106692790985107 255 255 255 1.0 25 0 26 0
180 -0.027434339746832848 -0.06519067287445068 2.7106692790985107 255 255 255 1.0 25 0 26 0
181 -0.024755164980888367 0.024416809901595116 2.6950535774230957 255 255 255 1.0 25 0 26 0
182 -0.024755164980888367 0.024416809901595116 2.6950535774230957 255 255 255 1.0 25 0 26 0
183 -0.022705988958477974 -0.13399499654769897 2.7284750938415527 255 255 255 1.0 25 0 26 0
184 -0.021798690780997276 -0.08499203622341156 2.714811086654663 255 255 255 1.0 25 0 26 0
185 -0.019821520894765854 -0.0015063491882756352 2.6942765712738037 255 255 255 1.0 25 0 26 0
186 -0.015732266008853912 -0.010681655257940292 2.7038562297821045 255 255 255 1.0 25 0 26 0
187 -0.015112693421542645 -0.02883842960000038 2.7055165767669678 255 255 255 1.0 25 0 26 0
188 -0.011476674117147923 -0.10596064478158951 2.714905261993408 255 255 255 1.0 25 0 26 0
189 -0.010134447365999222 -0.06461389362812042 2.707926034927368 255 255 255 1.0 25 0 26 0
190 0.0015312095638364553 0.012935703620314598 2.70097279548645 255 255 255 1.0 25 0 26 0
191 0.0017293671844527125 0.024088619276881218 2.6959128379821777 255 255 255 1.0 25 0 26 0
192 0.0017293671844527125 0.024088619276881218 2.6959128379821777 255 255 255 1.0 25 0 26 0
193 0.003025225829333067 -0.06904821842908859 2.7096338272094727 255 255 255 1.0 25 0 26 0
194 0.005409002769738436 -0.08261676877737045 2.7116684913635254 255 255 255 1.0 25 0 26 0
195 0.007024167105555534 0.053013548254966736 2.6947460174560547 255 255 255 1.0 25 0 26 0
196 0.008074479177594185 -0.14749911427497864 2.728355884552002 255 255 255 1.0 25 0 26 0
197 0.010184800252318382 0.01489939447492361 2.698606491088867 255 255 255 1.0 25 0 26 0
198 0.01071363128721714 -0.13218890130519867 2.7037293910980225 255 255 255 1.0 25 0 26 0
199 0.011837733909487724 -0.028799476101994514 2.7045607566833496 255 255 255 1.0 25 0 26 0
200 0.014713187702000141 0.08584421128034592 2.6938865184783936 255 255 255 1.0 25 0 26 0
201 0.014722980558872223 -0.11721350997686386 2.715977668762207 255 255 255 1.0 25 0 26 0
202 0.0190180242061615 -0.08143360167741776 2.711555242538452 255 255 255 1.0 25 0 26 0
203 0.0190180242061615 -0.08143360167741776 2.711555242538452 255 255 255 1.0 25 0 26 0
204 0.031595200300216675 0.014626744203269482 2.7002453804016113 255 255 255 1.0 25 0 26 0
205 0.034687355160713196 -0.12345267832279205 2.7203404903411865 255 255 255 1.0 25 0 26 0
206 0.03884192556142807 -0.08115801215171814 2.7094180583953857 255 255 255 1.0 25 0 26 0
207 0.04880467802286148 -0.052383191883563995 2.7069501876831055 255 255 255 1.0 25 0 26 0
208 0.051664430648088455 -0.1857876181602478 2.8434369564056396 255 255 255 1.0 25 0 26 0
209 0.05396067723631859 -0.14554716646671295 2.726274013519287 255 255 255 1.0 25 0 26 0
210 0.059925377368927 -0.11335546523332596 2.7178537845611572 255 255 255 1.0 25 0 26 0
211 0.059925377368927 -0.11335546523332596 2.7178537845611572 255 255 255 1.0 25 0 26 0
212 0.06192203238606453 -0.09745412319898605 2.715980052947998 255 255 255 1.0 25 0 26 0
213 0.06324265152215958 -0.12701256573200226 2.7207696437835693 255 255 255 1.0 25 0 26 0
214 0.06324265152215958 -0.12701256573200226 2.7207696437835693 255 255 255 1.0 25 0 26 0
215 0.06741070747375488 -0.026652315631508827 2.709176778793335 255 255 255 1.0 25 0 26 0
216 0.07531671971082687 -0.10785326361656189 2.7171034812927246 255 255 255 1.0 25 0 26 0
217 0.07707812637090683 0.18100440502166748 2.7312564849853516 255 255 255 1.0 25 0 26 0
218 0.07899285852909088 0.054035600274801254 2.7104289531707764 255 255 255 1.0 25 0 26 0
219 0.08428116887807846 -0.1210857480764389 2.7240447998046875 255 255 255 1.0 25 0 26 0
220 0.08428116887807846 -0.1210857480764389 2.7240447998046875 255 255 255 1.0 25 0 26 0
221 0.08428116887807846 -0.1210857480764389 2.7240447998046875 255 255 255 1.0 25 0 26 0
222 0.0879269391298294 0.02972177416086197 2.712432861328125 255 255 255 1.0 25 0 26 0
223 0.0879269391298294 0.02972177416086197 2.712432861328125 255 255 255 1.0 25 0 26 0
224 0.09039868414402008 -0.02808033488690853 2.713524580001831 255 255 255 1.0 25 0 26 0
225 0.1101946085691452 -0.026418766006827354 2.718096971511841 255 255 255 1.0 25 0 26 0
226 0.12713217735290527 -0.11256038397550583 2.7372825145721436 255 255 255 1.0 25 0 26 0
227 0.12713217735290527 -0.11256038397550583 2.7372825145721436 255 255 255 1.0 25 0 26 0
228 0.13074566423892975 -0.06483235955238342 2.7290875911712646 255 255 255 1.0 25 0 26 0
229 0.15167120099067688 -0.11648966372013092 2.746361255645752 255 255 255 1.0 25 0 26 0
230 -0.3342015993632331 -0.283582427851197 2.7670499207761097 255 255 255 1.0 26 0 8 0
231 -0.3342015993632331 -0.283582427851197 2.7670499207761097 255 255 255 1.0 26 0 8 0
232 -0.3182972985942913 -0.5524258547250934 2.7678303026123245 255 255 255 1.0 26 0 8 0
233 -0.31479744672526816 -0.51010260561455 2.7660832819113894 255 255 255 1.0 26 0 8 0
234 -0.2970589302202478 -0.6285056817136901 2.7689371731790127 255 255 255 1.0 26 0 8 0
235 -0.2992381480706357 -0.5100081738184437 2.7817190060893036 255 255 255 1.0 26 0 8 0
236 -0.30727081272325363 -0.2910253802179059 2.7747171561987987 255 255 255 1.0 26 0 8 0
237 -0.2631913183776032 -0.4256835866142714 2.7806292873939875 255 255 255 1.0 26 0 8 0
238 -0.26586377266097017 -0.3647054671195258 2.7912884995559777 255 255 255 1.0 26 0 8 0
239 -0.22885735223505901 -0.2838622296654454 2.7941038416128787 255 255 255 1.0 26 0 8 0
240 -0.22885735223505901 -0.2838622296654454 2.7941038416128787 255 255 255 1.0 26 0 8 0
241 -0.22380308780243605 -0.32861436063977195 2.8046390362125537 255 255 255 1.0 26 0 8 0
242 -0.22073070770772782 -0.3115924378285073 2.800863717738996 255 255 255 1.0 26 0 8 0
243 -0.2126948654149874 -0.19763341525838501 2.8065072373883613 255 255 255 1.0 26 0 8 0
244 -0.20102177174281108 -0.26184510114618603 2.8120681287510036 255 255 255 1.0 26 0 8 0
245 -0.18686889315322008 -0.28748486629007514 2.8254879408123164 255 255 255 1.0 26 0 8 0
246 -0.17708889873969624 -0.17911694545970855 2.8006266373705904 255 255 255 1.0 26 0 8 0
247 -0.17267749075031488 -0.4487469804699069 2.8683555822243734 255 255 255 1.0 26 0 8 0
248 -0.0830157968061863 -0.029550871061723348 2.760091861890567 255 255 255 1.0 26 0 8 0
249 -0.07675582377419819 -0.04180133532167859 2.757263339928323 255 255 255 1.0 26 0 8 0
250 -0.06315925203530108 0.002644838712786557 2.7440076966557165 255 255 255 1.0 26 0 8 0
251 -0.030964807167710936 0.08748927718333238 2.7216646872711854 255 255 255 1.0 26 0 8 0
252 -0.030964807167710936 0.08748927718333238 2.7216646872711854 255 255 255 1.0 26 0 8 0
253 -0.022778181395591596 -0.027147179104043493 2.7481957249118882 255 255 255 1.0 26 0 8 0
254 -0.021707077708414787 -0.01158192694390831 2.743847928390969 255 255 255 1.0 26 0 8 0
255 -0.018808132721490345 -0.0855768569104797 2.7606176447778856 255 255 255 1.0 26 0 8 0
256 -0.006455155486283541 0.005163244912737029 2.740993123816428 255 255 255 1.0 26 0 8 0
257 -0.005837232902171202 -0.04422771150149232 2.7490922914754217 255 255 255 1.0 26 0 8 0
258 0.044924017493675 -0.12594995684837687 2.7842068020290953 255 255 255 1.0 26 0 8 0
259 -0.29101519192381836 -0.6641221310225823 2.6240546061676224 255 255 255 1.0 25 0 8 0
260 -0.31608811793022196 -0.4003801388684851 2.689495555547471 255 255 255 1.0 25 0 8 0
261 -0.28853658569148993 -0.5702122476908252 2.647815364066917 255 255 255 1.0 25 0 8 0
262 -0.2871204527359027 -0.5242694688111494 2.653011276443724 255 255 255 1.0 25 0 8 0
263 -0.2871204527359027 -0.5242694688111494 2.653011276443724 255 255 255 1.0 25 0 8 0
264 -0.27971987484565625 -0.34169424538004617 2.66760939096536 255 255 255 1.0 25 0 8 0
265 -0.25757606011759554 -0.5263409727222513 2.657881884330108 255 255 255 1.0 25 0 8 0
266 -0.2570215585733396 -0.5152459693745602 2.65441772431253 255 255 255 1.0 25 0 8 0
267 -0.25201231587165684 -0.5315120874585877 2.6640309658476022 255 255 255 1.0 25 0 8 0
268 -0.2417756765620689 -0.44086716245107643 2.669107226769376 255 255 255 1.0 25 0 8 0
269 -0.21623792821642995 -0.556386844285861 2.638773870553232 255 255 255 1.0 25 0 8 0
270 -0.21623792821642995 -0.556386844285861 2.638773870553232 255 255 255 1.0 25 0 8 0
271 -0.22437258873013058 -0.4843495216725749 2.674299387573054 255 255 255 1.0 25 0 8 0
272 -0.2164501555522202 -0.35223211693072204 2.677143146811125 255 255 255 1.0 25 0 8 0
273 -0.2164501555522202 -0.35223211693072204 2.677143146811125 255 255 255 1.0 25 0 8 0
274 -0.21822541511637142 -0.2978508174995403 2.6847557182828625 255 255 255 1.0 25 0 8 0
275 -0.2159904900729969 -0.22405503580535777 2.694332143242838 255 255 255 1.0 25 0 8 0
276 -0.21141462710189607 -0.168985667901631 2.679983590442386 255 255 255 1.0 25 0 8 0
277 -0.17197291460166386 -0.6159439778032584 2.7051616902894287 255 255 255 1.0 25 0 8 0
278 -0.17197291460166386 -0.6159439778032584 2.7051616902894287 255 255 255 1.0 25 0 8 0
279 -0.19309100578719393 0.1582101416186936 2.740703745571624 255 255 255 1.0 25 0 8 0
280 -0.17202569988435795 -0.13201964216157402 2.6763370970578713 255 255 255 1.0 25 0 8 0
281 -0.17132337860188374 -0.2420292844362151 2.6991314920607885 255 255 255 1.0 25 0 8 0
282 -0.1695712075498556 -0.16971229867980686 2.6799458172198007 255 255 255 1.0 25 0 8 0
283 -0.16036952746139513 -0.36858162656063875 2.716971760098387 255 255 255 1.0 25 0 8 0
284 -0.1407212004923967 -0.6044801852122744 2.7191715121031033 255 255 255 1.0 25 0 8 0
