# 3D point list with one line of data per point:
#   POINT3D_ID, X, Y, Z, R, G, B, ERROR, TRACK[] as (IMAGE_ID, POINT2D_IDX)
555 -0.27757528196265213 -0.2961651578382861 2.6521202169982723 255 255 255 1.0 23 0 25 0
556 -0.23571188968877904 -0.14169004968023186 2.636888296245845 255 255 255 1.0 23 0 25 0
557 -0.21584788940548752 -0.19074923376493985 2.646599889850579 255 255 255 1.0 23 0 25 0
558 -0.09066264374481248 0.04301461211056045 2.5934588260116955 255 255 255 1.0 23 0 25 0
559 -0.2505948879869432 -0.1225470789955373 2.7467409686456414 255 255 255 1.0 23 0 8 0
560 -0.23908803565190123 -0.09159951952868779 2.7312666584872227 255 255 255 1.0 23 0 8 0
561 -0.2091455330814092 -0.15980833283104806 2.7475382507486565 255 255 255 1.0 23 0 8 0
562 -0.12430649799979718 -0.04754340234067408 2.728786659698714 255 255 255 1.0 23 0 8 0
563 -0.08619850033585598 -0.02306389015243533 2.7027072651817194 255 255 255 1.0 23 0 8 0
564 -0.08635896779882159 -0.06433660409504564 2.7167363115114846 255 255 255 1.0 23 0 8 0
565 -0.28402251955012353 -0.3309599464095145 2.732917117793162 255 255 255 1.0 23 0 27 0
566 -0.14267833848066613 -0.09574175170910001 2.7439643576967403 255 255 255 1.0 23 0 27 0
567 -0.06263645428979388 -0.009862784287256508 2.6954567924262514 255 255 255 1.0 23 0 27 0
568 -0.05925866859843101 -0.048895528656789373 2.7054705820818654 255 255 255 1.0 23 0 27 0
569 -0.030873151087335123 0.03799401847212942 2.661478611048195 255 255 255 1.0 23 0 27 0
570 -0.02231727971085013 -0.007478476094191014 2.6914911127453762 255 255 255 1.0 23 0 27 0
571 -0.020017799801993 0.03389757061065653 2.665385880967255 255 255 255 1.0 23 0 27 0
572 -0.002381075695866748 -0.07123071415292447 2.7097006613636863 255 255 255 1.0 23 0 27 0
573 0.0038673857553301974 -0.11933702324463316 2.725713199522975 255 255 255 1.0 23 0 27 0
574 0.025156539034619764 -0.10110230314107242 2.7241919300091793 255 255 255 1.0 23 0 27 0
575 0.02854644795517495 -0.08329991817400322 2.7203381135587805 255 255 255 1.0 23 0 27 0
576 0.04211796765094917 -0.07541137333273755 2.7238524785282547 255 255 255 1.0 23 0 27 0
577 -0.3587419913080705 -0.3477121323994801 2.673926368758822 255 255 255 1.0 23 0 24 0
578 -0.31248749017929256 -0.3372484038068791 2.6360776867088695 255 255 255 1.0 23 0 24 0
579 -0.31248749017929256 -0.3372484038068791 2.6360776867088695 255 255 255 1.0 23 0 24 0
580 -0.30484168200211625 -0.34096829469318957 2.6398295436033394 255 255 255 1.0 23 0 24 0
581 -0.3006891170457833 -0.3806973227367642 2.70518769680696 255 255 255 1.0 23 0 24 0
582 -0.28440007742871654 -0.5527906933354796 2.7170638802027938 255 255 255 1.0 23 0 24 0
583 -0.2790665784349372 -0.5139478315798078 2.7104859125538816 255 255 255 1.0 23 0 24 0
584 -0.3002869450724517 -0.10263281161617922 2.693795517528429 255 255 255 1.0 23 0 24 0
585 -0.2915892135161497 -0.11011054348926481 2.6983805913362104 255 255 255 1.0 23 0 24 0
586 -0.2915892135161497 -0.11011054348926481 2.6983805913362104 255 255 255 1.0 23 0 24 0
587 -0.2713116511215065 -0.3766605735338234 2.7072342799951516 255 255 255 1.0 23 0 24 0
588 -0.265611031717777 -0.475604628695641 2.7110358723883654 255 255 255 1.0 23 0 24 0
589 -0.2711203021523387 -0.1392169161182424 2.6914246569006717 255 255 255 1.0 23 0 24 0
590 -0.2558188670766499 -0.41847092295454075 2.732027712406828 255 255 255 1.0 23 0 24 0
591 -0.24317267816935537 -0.4684758140770668 2.8568395756246177 255 255 255 1.0 23 0 24 0
592 -0.24657851799219183 -0.39956330416629976 2.770469512686369 255 255 255 1.0 23 0 24 0
593 -0.22327291226989293 -0.5390556326402145 2.914784690737609 255 255 255 1.0 23 0 24 0
594 -0.21186424704046805 -0.5652744110883635 2.9248991062595593 255 255 255 1.0 23 0 24 0
595 -0.21016488778122341 -0.5421953146296065 2.9307107780475383 255 255 255 1.0 23 0 24 0
596 -0.2418258009636201 -0.06529392041977773 2.645131637864602 255 255 255 1.0 23 0 24 0
597 -0.22865288690213267 -0.19664422859975217 2.723345587702078 255 255 255 1.0 23 0 24 0
598 -0.19166586966670313 -0.5875568746983615 2.947945535226483 255 255 255 1.0 23 0 24 0
599 -0.22578248511656243 0.2144943356479902 2.798132006421143 255 255 255 1.0 23 0 24 0
600 -0.21931802906345554 -0.15386049281761338 2.682894853054469 255 255 255 1.0 23 0 24 0
601 -0.18580678513348597 -0.5331938043747309 2.980423467800955 255 255 255 1.0 23 0 24 0
602 -0.18535752547892057 -0.4977875498807744 3.008310556818962 255 255 255 1.0 23 0 24 0
603 -0.1785782098369711 -0.6101178922934627 2.98591308928115 255 255 255 1.0 23 0 24 0
604 -0.17781954105315181 -0.6194325567402448 2.937818615357767 255 255 255 1.0 23 0 24 0
605 -0.2091616740588383 -0.13011485939050993 2.6681788835573435 255 255 255 1.0 23 0 24 0
606 -0.2091616740588383 -0.13011485939050993 2.6681788835573435 255 255 255 1.0 23 0 24 0
607 -0.21410530539958483 0.22430389156599312 2.6693073509638343 255 255 255 1.0 23 0 24 0
608 -0.20961202043918123 0.22699369320088789 2.625242967139268 255 255 255 1.0 23 0 24 0
609 -0.18359446673123717 -0.20501751720304306 2.799492672842987 255 255 255 1.0 23 0 24 0
610 -0.16236624939855537 0.036986956795864695 2.652839551195863 255 255 255 1.0 23 0 24 0
611 -0.15962348513711072 0.020939733731969595 2.6658610997312673 255 255 255 1.0 23 0 24 0
612 -0.14086270771977547 -0.1174044815794721 2.745561139720271 255 255 255 1.0 23 0 24 0
613 -0.14547392546831925 0.012612461023704656 2.651810586101021 255 255 255 1.0 23 0 24 0
614 -0.1334975998311888 0.009718166754534479 2.637207868573669 255 255 255 1.0 23 0 24 0
615 -0.12202695830714312 -0.01857632171226096 2.6937309068070987 255 255 255 1.0 23 0 24 0
616 -0.11737215877935492 -0.041732462781438766 2.689070997989736 255 255 255 1.0 23 0 24 0
617 -0.12685264681498276 0.02627561611146293 2.6013614453243634 255 255 255 1.0 23 0 24 0
618 -0.10596450436842324 -0.08012099909426297 2.7397258676436724 255 255 255 1.0 23 0 24 0
619 -0.10115833368831874 -0.0051568219177598245 2.632832265317533 255 255 255 1.0 23 0 24 0
620 -0.0836560084652178 -0.09058929486132508 2.7610115911556914 255 255 255 1.0 23 0 24 0
621 -0.0836560084652178 -0.09058929486132508 2.7610115911556914 255 255 255 1.0 23 0 24 0
622 -0.10071661855396483 0.032739090685048544 2.5891206718105435 255 255 255 1.0 23 0 24 0
623 -0.10071661855396483 0.032739090685048544 2.5891206718105435 255 255 255 1.0 23 0 24 0
624 -0.09610698523267132 0.01962513352954598 2.5898776595154986 255 255 255 1.0 23 0 24 0
625 -0.07418169678318137 0.014776805182850673 2.5938600698955017 255 255 255 1.0 23 0 24 0
626 -0.06865116114589649 0.043644930701694284 2.58600523726145 255 255 255 1.0 23 0 24 0
627 -0.05948184084877556 0.012732159115717801 2.616265229883907 255 255 255 1.0 23 0 24 0
628 -0.04174567077937017 -0.0709923929710139 2.757355504049016 255 255 255 1.0 23 0 24 0
629 -0.04174567077937017 -0.0709923929710139 2.757355504049016 255 255 255 1.0 23 0 24 0
630 -0.051040982162590426 -0.024436878876495458 2.682071271453302 255 255 255 1.0 23 0 24 0
631 -0.051040982162590426 -0.024436878876495458 2.682071271453302 255 255 255 1.0 23 0 24 0
632 -0.02736120500733526 -0.09967682104146247 2.820741505614025 255 255 255 1.0 23 0 24 0
633 -0.03571508304009348 -0.042200263743512816 2.718342338785842 255 255 255 1.0 23 0 24 0
634 -0.004296990733339 -0.09335937224498482 2.8485982318632077 255 255 255 1.0 23 0 24 0
635 -0.016069908601450578 -0.05670201462939772 2.7481933337443833 255 255 255 1.0 23 0 24 0
636 -0.019221298794052252 -0.03280352393286849 2.724008455622894 255 255 255 1.0 23 0 24 0
637 0.0033803150941231056 -0.10634903798375081 2.878159385577915 255 255 255 1.0 23 0 24 0
638 -0.008437764367151043 -0.04782140817619583 2.7360336014181548 255 255 255 1.0 23 0 24 0
639 -0.02310902654550387 0.027296657952368863 2.6226431026860504 255 255 255 1.0 23 0 24 0
640 -0.008418513174712098 -0.02370492337169768 2.7212163769460926 255 255 255 1.0 23 0 24 0
641 -0.008418513174712098 -0.02370492337169768 2.7212163769460926 255 255 255 1.0 23 0 24 0
642 0.02719878980750084 -0.09063821675680245 2.8999586730156115 255 255 255 1.0 23 0 24 0
643 0.02211066527081595 -0.06312270561997112 2.811418061294015 255 255 255 1.0 23 0 24 0
644 0.001459509601627835 0.02571549448801346 2.6587798957983377 255 255 255 1.0 23 0 24 0
645 0.04334237921951043 -0.0891390027279649 2.8869919213350674 255 255 255 1.0 23 0 24 0
646 0.029861045719416973 -0.0008267474774898903 2.744102770416333 255 255 255 1.0 23 0 24 0
647 0.060273031682098535 -0.05338411570691939 2.889848431216005 255 255 255 1.0 23 0 24 0
648 0.06728860038759135 0.05370110063073848 2.788372858008335 255 255 255 1.0 23 0 24 0
649 -0.36198915824033506 -0.3512235890119844 2.909330141098128 255 255 255 1.0 23 0 7 0
650 -0.34844299253553773 -0.37662216985424396 2.9795878481280487 255 255 255 1.0 23 0 7 0
651 -0.3303203915442298 -0.3264773749561273 2.880542830667255 255 255 255 1.0 23 0 7 0
652 -0.28192247711712004 -0.13469401199509926 2.6869029571364003 255 255 255 1.0 23 0 7 0
653 -0.28192247711712004 -0.13469401199509926 2.6869029571364003 255 255 255 1.0 23 0 7 0
654 -0.2733501029699274 -0.16138712478557826 2.742021784939918 255 255 255 1.0 23 0 7 0
655 -0.2601873268666866 -0.13960512256838642 2.7079041099150936 255 255 255 1.0 23 0 7 0
656 -0.2626950705600432 -0.11424013639506005 2.6706638052758014 255 255 255 1.0 23 0 7 0
657 -0.23738671932600044 -0.14553440550068067 2.737924033020277 255 255 255 1.0 23 0 7 0
658 -0.22245390504653118 -0.16061829545850087 2.780388832529662 255 255 255 1.0 23 0 7 0
659 -0.21188698703062178 -0.10467318750856322 2.6860523461364707 255 255 255 1.0 23 0 7 0
660 -0.1996662626597062 -0.13894765257544997 2.7685314739996447 255 255 255 1.0 23 0 7 0
661 -0.19877084092351008 -0.13239819455390173 2.739987131585483 255 255 255 1.0 23 0 7 0
662 -0.19059524273942674 -0.17217036338221228 2.838071041506595 255 255 255 1.0 23 0 7 0
663 -0.19128211436263778 -0.10250332233232998 2.703664638207315 255 255 255 1.0 23 0 7 0
664 -0.1879090393609281 -0.11110188915271349 2.7184472161350315 255 255 255 1.0 23 0 7 0
665 -0.1879090393609281 -0.11110188915271349 2.7184472161350315 255 255 255 1.0 23 0 7 0
666 -0.18167476744774227 -0.12391980574904338 2.7511126810119344 255 255 255 1.0 23 0 7 0
667 -0.17138321213685118 -0.1737292620922706 2.8833721797171905 255 255 255 1.0 23 0 7 0
668 -0.16114619190223578 -0.14127784737695892 2.795158135648533 255 255 255 1.0 23 0 7 0
669 -0.1684892558763088 -0.07858409389290816 2.6804727352635473 255 255 255 1.0 23 0 7 0
670 -0.1389048579642706 -0.12020810809811043 2.794291155928886 255 255 255 1.0 23 0 7 0
671 -0.1389048579642706 -0.12020810809811043 2.794291155928886 255 255 255 1.0 23 0 7 0
672 -0.14020760436814725 -0.06664311120664734 2.6683592377747756 255 255 255 1.0 23 0 7 0
673 -0.1319351344462231 -0.09056984456571977 2.7223924201864316 255 255 255 1.0 23 0 7 0
674 -0.12837449797887415 -0.036702957869480746 2.628861600787962 255 255 255 1.0 23 0 7 0
675 -0.12210659057433115 -0.0659486946015786 2.6978648545931923 255 255 255 1.0 23 0 7 0
676 -0.13526089874969024 0.003051639775480096 2.5409184895112333 255 255 255 1.0 23 0 7 0
677 -0.12850978255194986 -0.02740749023794041 2.6070729709102984 255 255 255 1.0 23 0 7 0
678 -0.11587379463828822 -0.07203154701235345 2.7006801285692523 255 255 255 1.0 23 0 7 0
679 -0.11612985665902172 -0.05786205405058273 2.6735881476010617 255 255 255 1.0 23 0 7 0
680 -0.11224201438585818 -0.07384656133640649 2.7294913316021683 255 255 255 1.0 23 0 7 0
681 -0.10757204959271224 -0.010943527520668624 2.5919111926975336 255 255 255 1.0 23 0 7 0
682 -0.08819624059198825 -0.0865245062099096 2.751140420993374 255 255 255 1.0 23 0 7 0
683 -0.09540235442841707 -0.034468466833525224 2.6342681679389712 255 255 255 1.0 23 0 7 0
684 -0.08574309723479857 -0.07566840049203728 2.7320833140443432 255 255 255 1.0 23 0 7 0
685 -0.0859097937366017 -0.05770678201168569 2.678096095249147 255 255 255 1.0 23 0 7 0
686 -0.08363141689458532 -0.0032298808297456373 2.5769989020861055 255 255 255 1.0 23 0 7 0
687 -0.07090189089240699 -0.054839979163817894 2.6894976745989125 255 255 255 1.0 23 0 7 0
688 -0.0720270623197029 -0.025830081184862172 2.6185167080329466 255 255 255 1.0 23 0 7 0
689 -0.07506300071348551 0.007321747803490786 2.5491061726877673 255 255 255 1.0 23 0 7 0
690 -0.04180454530512665 -0.08215655778999419 2.7805764672050017 255 255 255 1.0 23 0 7 0
691 -0.038381253008002506 -0.09120178900728045 2.793692052227385 255 255 255 1.0 23 0 7 0
692 -0.03633978921485461 -0.09834853747375549 2.818101366655479 255 255 255 1.0 23 0 7 0
693 -0.05292186429517849 0.0058159905204786 2.5632858703593966 255 255 255 1.0 23 0 7 0
694 -0.037448573284967895 -0.04589737788984634 2.6782688143089772 255 255 255 1.0 23 0 7 0
695 -0.037448573284967895 -0.04589737788984634 2.6782688143089772 255 255 255 1.0 23 0 7 0
696 -0.037005428564684216 -0.03673482617573388 2.664477908417051 255 255 255 1.0 23 0 7 0
697 -0.019719193278039622 -0.08204750977571558 2.787048964735894 255 255 255 1.0 23 0 7 0
698 -0.022224942032573525 -0.07234179437693387 2.7578480205685225 255 255 255 1.0 23 0 7 0
699 0.000282053004700709 -0.10636241405746985 2.8655262111158 255 255 255 1.0 23 0 7 0
700 -0.01944519679595591 -0.013216451988741518 2.607581667339201 255 255 255 1.0 23 0 7 0
701 -0.01045456935729378 -0.044361404470978645 2.7031926102401718 255 255 255 1.0 23 0 7 0
702 -0.016015122370451378 -0.024268455743199274 2.6434866294775468 255 255 255 1.0 23 0 7 0
703 0.0077270023134524595 -0.10371889089299621 2.8212021703291184 255 255 255 1.0 23 0 7 0
704 0.0024261619998456985 -0.03049237198533106 2.6956853478097713 255 255 255 1.0 23 0 7 0
705 0.009348768521119172 -0.017427073445585996 2.631892198462011 255 255 255 1.0 23 0 7 0
706 0.006202441002983988 0.004334264546789107 2.589427600408699 255 255 255 1.0 23 0 7 0
707 -0.14595053244299636 -0.03729827361546695 3.0125731705065424 255 255 255 1.0 26 0 7 0
708 -0.2300073256250207 -0.1636340011909901 2.6330161084932033 255 255 255 1.0 25 0 7 0
709 -0.29342475149763886 -0.08512663167493308 2.8424037406839315 255 255 255 1.0 7 0 8 0
710 -0.2689118106573528 -0.1615155039037983 2.811281367151321 255 255 255 1.0 7 0 8 0
711 -0.22435876813789918 -0.15194421160154822 2.788339649602439 255 255 255 1.0 7 0 8 0
712 -0.22435876813789918 -0.15194421160154822 2.788339649602439 255 255 255 1.0 7 0 8 0
713 -0.23517809461148953 -0.09196833350123888 2.800063378556392 255 255 255 1.0 7 0 8 0
714 -0.20195127742866845 -0.03186642985539202 2.7853122631846206 255 255 255 1.0 7 0 8 0
715 -0.12987455112309432 -0.24704924481285384 2.7499269912667867 255 255 255 1.0 7 0 8 0
716 -0.1633201855570998 0.10332461393208947 2.7556427153655205 255 255 255 1.0 7 0 8 0
717 0.041817553512694124 -0.20652086647253898 2.669799476303452 255 255 255 1.0 7 0 8 0
718 0.03779012166761064 -0.16731217659196349 2.6737082528252722 255 255 255 1.0 7 0 8 0
719 0.07172074732382537 -0.15132760877737722 2.650514617869722 255 255 255 1.0 7 0 8 0
720 -0.3332598721290398 -0.2433807841476587 3.1790232180651254 255 255 255 1.0 24 0 7 0
721 -0.3116238889395509 -0.22803101302020048 3.1860306677530126 255 255 255 1.0 24 0 7 0
722 -0.3035039268692782 -0.2120234337134521 3.2114251243747227 255 255 255 1.0 24 0 7 0
723 -0.26917797903354695 -0.09533487441653389 2.683020098719386 255 255 255 1.0 24 0 7 0
724 -0.26917797903354695 -0.09533487441653389 2.683020098719386 255 255 255 1.0 24 0 7 0
725 -0.2540203829616851 -0.08737123349074005 2.7075624192436805 255 255 255 1.0 24 0 7 0
726 -0.24582733172751664 -0.1950121373322855 3.1315512651866424 255 255 255 1.0 24 0 7 0
727 -0.18970211683410337 -0.16760541688033395 2.871315739180829 255 255 255 1.0 24 0 7 0
728 -0.18672534882743608 -0.1000266475938403 2.834487992971742 255 255 255 1.0 24 0 7 0
729 -0.13677127853834503 -0.019226179324759958 2.506669364991681 255 255 255 1.0 24 0 7 0
730 -0.12050055351086891 -0.07116024176205137 2.6566650709597477 255 255 255 1.0 24 0 7 0
731 -0.06258772719652805 -0.06926693133738213 2.719314243426374 255 255 255 1.0 24 0 7 0
732 -0.054212814919445684 -0.0486672302608172 2.6719063718861356 255 255 255 1.0 24 0 7 0
733 -0.017481147402310247 -0.13162312059386036 2.797890400873573 255 255 255 1.0 24 0 7 0
734 -0.007075414386183834 -0.1041105097142942 2.7553766743294688 255 255 255 1.0 24 0 7 0
735 0.05994711484527772 -0.1100559290795738 2.6716930713329488 255 255 255 1.0 24 0 7 0
736 -0.2628784894142931 -0.3401334341065377 2.672064521499634 255 255 255 1.0 27 0 7 0
737 -0.24413752310294998 -0.17498150574176807 2.7624308144502843 255 255 255 1.0 27 0 7 0
738 -0.20265159039463437 -0.16519186730887137 2.7428187106234954 255 255 255 1.0 27 0 7 0
739 -0.17186407010045734 -0.24627431360764326 2.778553659200955 255 255 255 1.0 27 0 7 0
740 -0.181179766628644 -0.14183794735383 2.7370850391678405 255 255 255 1.0 27 0 7 0
741 -0.17203496151436912 -0.14720045132880397 2.7388899810236826 255 255 255 1.0 27 0 7 0
742 -0.14203331774733488 -0.253042825661516 2.8009357831022577 255 255 255 1.0 27 0 7 0
743 -0.12873291990402516 -0.10150564493369464 2.751571082178895 255 255 255 1.0 27 0 7 0
744 -0.06484169564325631 -0.09062997117375915 2.7240674752887415 255 255 255 1.0 27 0 7 0
745 -0.07575175636162677 0.05396625125437716 2.6989556132569277 255 255 255 1.0 27 0 7 0
746 0.018773424775624544 -0.08846632163531698 2.7078768847140533 255 255 255 1.0 27 0 7 0
747 0.034711854837691035 -0.1348545389837608 2.715791103820909 255 255 255 1.0 27 0 7 0
748 0.022899444040878965 -0.02206470257450325 2.7236485431620268 255 255 255 1.0 27 0 7 0
749 0.04171388259982588 -0.08893476352645821 2.719524668672429 255 255 255 1.0 27 0 7 0
750 0.058361358177780306 -0.10825435574817144 2.721064896280799 255 255 255 1.0 27 0 7 0
751 -0.36371555890220336 -0.3380652435638379 2.8124360792397574 255 255 255 1.0 24 0 28 0
752 -0.24225521136495187 -0.545531478153438 2.76508006461761 255 255 255 1.0 24 0 28 0
753 0.10480680547891973 -0.02688105309949253 2.7225353082370556 255 255 255 1.0 24 0 28 0
754 -0.27734696929915453 -0.5432000425938142 2.7241631348894058 255 255 255 1.0 28 0 8 0
755 -0.2627110256216855 -0.5291411217328114 2.7328668067007222 255 255 255 1.0 28 0 8 0
756 -0.24783874360840746 -0.5829784179872795 2.755698148715977 255 255 255 1.0 28 0 8 0
757 -0.1842375004124019 -0.4809982004001133 2.780741582933138 255 255 255 1.0 28 0 8 0
758 -0.17862229727140816 -0.3212202629359158 2.769458508763678 255 255 255 1.0 28 0 8 0
759 -0.15432349228414546 -0.5686678612347518 2.79090217513622 255 255 255 1.0 28 0 8 0
760 0.02257929700402061 -0.06699579862114835 2.7001418471624286 255 255 255 1.0 28 0 8 0
761 -0.16579712188399953 -0.20210391485120968 2.7479333896517777 255 255 255 1.0 28 0 7 0
762 -0.17037449468831087 -0.1683156036079099 2.7424105142434914 255 255 255 1.0 28 0 7 0
763 -0.03636668497658063 0.039588010717986455 2.6932769577467535 255 255 255 1.0 28 0 7 0
764 0.04740543487511974 -0.07970340561966562 2.7152643060182666 255 255 255 1.0 28 0 7 0
765 0.051037856345922776 -0.032763415862839665 2.7245267973871727 255 255 255 1.0 28 0 7 0
766 0.06369264594018878 -0.04052317103594281 2.7331914175879968 255 255 255 1.0 28 0 7 0
767 -0.31711452205374574 -0.6075531007819706 2.6979983320968155 255 255 255 1.0 27 0 28 0
768 -0.31711452205374574 -0.6075531007819706 2.6979983320968155 255 255 255 1.0 27 0 28 0
769 -0.28228791463076036 -0.3096891887281595 2.723573789667652 255 255 255 1.0 27 0 28 0
770 -0.3115648251734984 -0.5746299456752683 2.703920824676071 255 255 255 1.0 27 0 28 0
771 -0.27511120273417444 -0.2945663504109019 2.723457633957294 255 255 255 1.0 27 0 28 0
772 -0.2995228175475666 -0.496889181413729 2.716791995666612 255 255 255 1.0 27 0 28 0
773 -0.3093209404538178 -0.6416146970089959 2.695897774767376 255 255 255 1.0 27 0 28 0
774 -0.3093209404538178 -0.6416146970089959 2.695897774767376 255 255 255 1.0 27 0 28 0
775 -0.3082935983674949 -0.6256346063332486 2.700115126582615 255 255 255 1.0 27 0 28 0
776 -0.2939288349255686 -0.5300113565223699 2.713075238662339 255 255 255 1.0 27 0 28 0
777 -0.29366598395825494 -0.5808472620127236 2.7135446342500673 255 255 255 1.0 27 0 28 0
778 -0.25630925059779297 -0.3481293044859872 2.7286857718792104 255 255 255 1.0 27 0 28 0
779 -0.28629971328841947 -0.5867605564714817 2.7185117887241157 255 255 255 1.0 27 0 28 0
780 -0.2778998191199792 -0.5309561443465678 2.7242879088877663 255 255 255 1.0 27 0 28 0
781 -0.25463848181412274 -0.3540266623705704 2.7336215387543574 255 255 255 1.0 27 0 28 0
782 -0.28611863622872175 -0.662131195108329 2.705090407187777 255 255 255 1.0 27 0 28 0
783 -0.2906858931808328 -0.681041652034535 2.7125754789030627 255 255 255 1.0 27 0 28 0
784 -0.2719545779171128 -0.5861383938950733 2.7238362583695066 255 255 255 1.0 27 0 28 0
785 -0.21159620958225048 -0.17044203326546659 2.740053774020625 255 255 255 1.0 27 0 28 0
786 -0.18250440401480586 -0.10488878477948885 2.728257961600308 255 255 255 1.0 27 0 28 0
787 -0.23564335780411305 -0.40371089833849677 2.740769507763629 255 255 255 1.0 27 0 28 0
788 -0.2361389201335456 -0.47404221119026646 2.738056667151052 255 255 255 1.0 27 0 28 0
789 -0.2361389201335456 -0.47404221119026646 2.738056667151052 255 255 255 1.0 27 0 28 0
790 -0.24687883614242542 -0.5341001259826803 2.7441817080247204 255 255 255 1.0 27 0 28 0
791 -0.2503414538874049 -0.6049175255185897 2.7416438231231877 255 255 255 1.0 27 0 28 0
792 -0.22101494792797513 -0.4090436161851317 2.7465626350667174 255 255 255 1.0 27 0 28 0
793 -0.25010455036951174 -0.6004569535308124 2.744528516427894 255 255 255 1.0 27 0 28 0
794 -0.25010455036951174 -0.6004569535308124 2.744528516427894 255 255 255 1.0 27 0 28 0
795 -0.1949876787639351 -0.307294989593236 2.7469099123991394 255 255 255 1.0 27 0 28 0
796 -0.1298834501658237 -0.04336850591081657 2.7200232662633184 255 255 255 1.0 27 0 28 0
797 -0.08595588456816751 0.09474854254854895 2.685858209465725 255 255 255 1.0 27 0 28 0
798 -0.18347883305499388 -0.317915585290261 2.750218764535456 255 255 255 1.0 27 0 28 0
799 -0.07800371071569283 0.09098797287357126 2.686896051314617 255 255 255 1.0 27 0 28 0
800 -0.18330635317773078 -0.3344167338973187 2.7540519239098207 255 255 255 1.0 27 0 28 0
801 -0.18330635317773078 -0.3344167338973187 2.7540519239098207 255 255 255 1.0 27 0 28 0
802 -0.17404524814271188 -0.28491433740948097 2.756468171287246 255 255 255 1.0 27 0 28 0
803 -0.13135423112009126 -0.12182248682466833 2.734793465679836 255 255 255 1.0 27 0 28 0
804 -0.13135423112009126 -0.12182248682466833 2.734793465679836 255 255 255 1.0 27 0 28 0
805 -0.1529424801044831 -0.2132588221201742 2.7518802964198046 255 255 255 1.0 27 0 28 0
806 -0.12875476353047138 -0.13678852755520585 2.7388341442546293 255 255 255 1.0 27 0 28 0
807 -0.16028273540278448 -0.2965008163868233 2.765639071853248 255 255 255 1.0 27 0 28 0
808 -0.17089878155797938 -0.3685301316536986 2.769768840992985 255 255 255 1.0 27 0 28 0
809 -0.17089878155797938 -0.3685301316536986 2.769768840992985 255 255 255 1.0 27 0 28 0
810 -0.194146820010954 -0.5792756957329296 2.7710997274535836 255 255 255 1.0 27 0 28 0
811 -0.1544824293651096 -0.3555459339273641 2.77805331965817 255 255 255 1.0 27 0 28 0
812 -0.18082714238803627 -0.5944268581353519 2.7710993150429934 255 255 255 1.0 27 0 28 0
813 -0.18082714238803627 -0.5944268581353519 2.7710993150429934 255 255 255 1.0 27 0 28 0
814 -0.02892271249624369 0.026895264922594822 2.6898938997614317 255 255 255 1.0 27 0 28 0
815 -0.02892271249624369 0.026895264922594822 2.6898938997614317 255 255 255 1.0 27 0 28 0
816 -0.017854079687347393 0.055146562954029976 2.6856513132026825 255 255 255 1.0 27 0 28 0
817 -0.13020792831239433 -0.328636808532426 2.793950673584124 255 255 255 1.0 27 0 28 0
818 -0.1569955763348575 -0.5216865875676163 2.7855568043974666 255 255 255 1.0 27 0 28 0
819 0.005018177080132979 0.05623003330439958 2.6857150533506715 255 255 255 1.0 27 0 28 0
820 -0.08847620894355532 -0.21842500226331196 2.773909206239664 255 255 255 1.0 27 0 28 0
821 -0.02073756569602684 -0.05513021839685265 2.706964281755581 255 255 255 1.0 27 0 28 0
822 -0.1470064805100787 -0.6037083769677914 2.7810020371650146 255 255 255 1.0 27 0 28 0
823 -0.0200472639329814 -0.10388028859865998 2.7139661487053255 255 255 255 1.0 27 0 28 0
824 -0.10579770756528428 -0.31810621844157816 2.813131054426838 255 255 255 1.0 27 0 28 0
825 -0.1334670868260223 -0.5348358180469126 2.8043775674334124 255 255 255 1.0 27 0 28 0
826 -0.12695978879803424 -0.571138118130424 2.8011608763186158 255 255 255 1.0 27 0 28 0
827 -0.12695978879803424 -0.571138118130424 2.8011608763186158 255 255 255 1.0 27 0 28 0
828 0.0001729456657745754 -0.13710979435224538 2.7230639592792927 255 255 255 1.0 27 0 28 0
829 0.02342847899178431 -0.06267250727951165 2.703638138665659 255 255 255 1.0 27 0 28 0
830 0.02342847899178431 -0.06267250727951165 2.703638138665659 255 255 255 1.0 27 0 28 0
831 0.009184811213255201 -0.16199205097950767 2.7333073105625996 255 255 255 1.0 27 0 28 0
832 0.06168780869260031 -0.08760201538490531 2.7119420484142984 255 255 255 1.0 27 0 28 0
833 0.08101913520390416 -0.025542373241615388 2.709089524685735 255 255 255 1.0 27 0 28 0
834 0.05157384858217246 -0.17079991269595096 2.7385840483200035 255 255 255 1.0 27 0 28 0
835 0.07138286694331233 -0.12476252061965404 2.7252871976743607 255 255 255 1.0 27 0 28 0
836 0.08376714335338087 -0.09931275969838073 2.7213862472423527 255 255 255 1.0 27 0 28 0
837 0.08076513201157204 -0.128041622577662 2.729013440147624 255 255 255 1.0 27 0 28 0
838 0.08788692586034272 -0.14796954406963703 2.74012669614996 255 255 255 1.0 27 0 28 0
839 0.12772387491770013 -0.12236339122497088 2.743671133171527 255 255 255 1.0 27 0 28 0
840 0.12772387491770013 -0.12236339122497088 2.743671133171527 255 255 255 1.0 27 0 28 0
841 0.13137883348499607 -0.1082040325544315 2.7431410907463696 255 255 255 1.0 27 0 28 0
842 0.14040051430899816 -0.09110272724325019 2.7380148401803948 255 255 255 1.0 27 0 28 0
